id,kanji,meaning,reading,tag
1631,確実,"certainty, reliability, soundness",かくじつ,JLPT N3
1632,学者,scholar,がくしゃ,JLPT N3
1633,学習,"study, learning",がくしゅう,JLPT N3
1634,隠す,"to hide, to conceal",かくす,JLPT N3
1635,拡大,"magnification, enlargement",かくだい,JLPT N3
1636,確認,"affirmation, confirmation",かくにん,JLPT N3
1637,学問,"scholarship, study, learning",がくもん,JLPT N3
1638,隠れる,"to hide, to be hidden",かくれる,JLPT N3
1639,影,"shade, shadow, other side",かげ,JLPT N3
1640,陰,"shade, shadow, other side",かげ,JLPT N3
1641,欠ける,to be lacking,かける,JLPT N3
1642,加減,adjustment; addition and subtraction,かげん,JLPT N3
1643,過去,past,かこ,JLPT N3
1644,籠,"basket, cage",かご,JLPT N3
1645,囲む,"to surround, to encircle",かこむ,JLPT N3
1646,火災,"conflagration, fire",かさい,JLPT N3
1647,重なる,"to be piled up, lie on top of one another",かさなる,JLPT N3
1648,重ねる,"to pile up, to put something on another, to heap up",かさねる,JLPT N3
1649,飾り,decoration,かざり,JLPT N3
1650,貸し,"loan, lending",かし,JLPT N3
1651,菓子,"confectionery, sweet",かし,JLPT N3
1652,家事,household matters; housework (same as 家の仕事 (いえのしごと)),かじ,JLPT N3
1653,賢い,"wise, clever, smart",かしこい,JLPT N3
1654,歌手,singer,かしゅ,JLPT N3
1655,数,"number, figure, amount",かず,JLPT N3
1656,稼ぐ,"to earn income, to labor",かせぐ,JLPT N3
1657,数える,to count,かぞえる,JLPT N3
1658,型,"mold, model, style",かた,JLPT N3
1659,肩,shoulder,かた,JLPT N3
1660,堅い,"hard, firm, solid",かたい,JLPT N3
1661,硬い,"hard, firm, solid",かたい,JLPT N3
1662,方々,persons,かたがた,JLPT N3
1663,片付く,"to put in order, to solve",かたづく,JLPT N3
1664,刀,"sword, saber",かたな,JLPT N3
1665,語る,"to talk, to tell, to recite",かたる,JLPT N3
1666,勝ち,"win, victory",かち,JLPT N3
1667,価値,"value, worth, merit",かち,JLPT N3
1668,活気,vigor; liveliness; vitality; energy,かっき,JLPT N3
1669,楽器,musical instrument,がっき,JLPT N3
1670,学期,term (school),がっき,JLPT N3
1671,活動,"action, activity",かつどう,JLPT N3
1672,活躍,activity,かつやく,JLPT N3
1673,活用,conjugation; practical use,かつよう,JLPT N3
1674,仮定,"assumption, supposition, hypothesis",かてい,JLPT N3
1675,過程,process,かてい,JLPT N3
1676,課程,"course, curriculum",かてい,JLPT N3
1677,悲しむ,"to be sad, to mourn for, to regret",かなしむ,JLPT N3
1678,必ずしも,"(not) always, (not) necessarily",かならずしも,JLPT N3
1679,金,"gold, metal; money",かね,JLPT N3
1680,鐘,"bell, chime",かね,JLPT N3
1681,可能,"possible, practicable, feasible",かのう,JLPT N3
1682,株,stock; stump (of tree),かぶ,JLPT N3
1683,被る,to wear; to be covered with,かぶる,JLPT N3
1684,我慢,"patience, endurance, perseverance",がまん,JLPT N3
1685,上,first volume; superior quality; governmental,かみ,JLPT N3
1686,神,god,かみ,JLPT N3
1687,雷,thunder,かみなり,JLPT N3
1688,髪の毛,hair (head),かみのけ,JLPT N3
1689,科目,"(school) subject, curriculum, course",かもく,JLPT N3
1690,歌謡,"song, ballad",かよう,JLPT N3
1691,空,empty,から,JLPT N3
1692,殻,"shell, husk, hull",から,JLPT N3
1693,柄,pattern; build; character,がら,JLPT N3
1694,刈る,"to cut (hair), to mow (grass), to harvest",かる,JLPT N3
1695,河,"river, stream",かわ,JLPT N3
1696,皮,"skin, hide, leather",かわ,JLPT N3
1697,革,leather,かわ,JLPT N3
1698,可愛そう,"poor, pitiable, pathetic",かわいそう,JLPT N3
1699,可愛らしい,"lovely, sweet",かわいらしい,JLPT N3
1700,乾かす,to dry,かわかす,JLPT N3
1701,渇く,to be thirsty,かわく,JLPT N3
1702,代る,"to take the place of, to relieve, to be substituted for",かわる,JLPT N3
1703,缶,"can, tin",かん,JLPT N3
1704,勘,"perception, intuition, the sixth sense",かん,JLPT N3
1705,考え,"thinking, thought, ideas",かんがえ,JLPT N3
1706,感覚,"sense, sensation",かんかく,JLPT N3
1707,間隔,"space, interval, SPC",かんかく,JLPT N3
1708,観客,"audience, spectator(s)",かんきゃく,JLPT N3
1709,環境,"environment, circumstance",かんきょう,JLPT N3
1710,歓迎,"welcome, reception",かんげい,JLPT N3
1711,観光,sightseeing,かんこう,JLPT N3
1712,観察,"observation, survey",かんさつ,JLPT N3
1713,感じ,"feeling, sense, impression",かんじ,JLPT N3
1714,感謝,"thanks, gratitude",かんしゃ,JLPT N3
1715,患者,patient,かんじゃ,JLPT N3
1716,勘定,"calculation, counting, consideration",かんじょう,JLPT N3
1717,感情,"emotion(s), feeling(s), sentiment",かんじょう,JLPT N3
1718,感じる,"to feel, to sense",かんじる,JLPT N3
1719,感心,admiration,かんしん,JLPT N3
1720,関心,"concern, interest",かんしん,JLPT N3
1721,関する,"to concern, to be related",かんする,JLPT N3
1722,完成,"complete, completion; perfection",かんせい,JLPT N3
1723,完全,"perfection, completeness",かんぜん,JLPT N3
1724,乾燥,"dry, arid, dehydrated",かんそう,JLPT N3
1725,感想,"(one's) impressions, (one's) thoughts",かんそう,JLPT N3
1726,感動,"being deeply moved, excitement",かんどう,JLPT N3
1727,監督,"supervision, control, (movie) director",かんとく,JLPT N3
1728,管理,"control, management (e.g., of a business)",かんり,JLPT N3
1729,完了,"completion, conclusion",かんりょう,JLPT N3
1730,関連,"relation, connection, relevance",かんれん,JLPT N3
1731,議員,"member of the Diet, congress, or parliament",ぎいん,JLPT N3
1732,記憶,"memory, recollection, remembrance",きおく,JLPT N3
1733,気温,temperature (weather - not used for things),きおん,JLPT N3
1734,機械,"machine, machinery",きかい,JLPT N3
1735,器械,instrument,きかい,JLPT N3
1736,議会,"Diet, congress, parliament",ぎかい,JLPT N3
1737,期間,"period, term",きかん,JLPT N3
1738,機関,"engine; institution, organization",きかん,JLPT N3
1739,企業,"industry, business, undertaking",きぎょう,JLPT N3
1740,効く,to be effective,きく,JLPT N3
1741,期限,"deadline, term",きげん,JLPT N3
1742,機嫌,"humor, temper, mood",きげん,JLPT N3
1743,気候,climate,きこう,JLPT N3
1744,岸,"bank, coast, shore",きし,JLPT N3
1745,生地,fabric; dough,きじ,JLPT N3
1746,記事,"article, news story",きじ,JLPT N3
1747,技師,"engineer, technician",ぎし,JLPT N3
1748,記者,reporter,きしゃ,JLPT N3
1749,傷,"wound, injury, hurt",きず,JLPT N3
1750,期待,"expectation, anticipation, hope",きたい,JLPT N3
1751,気体,"vapor, gas",きたい,JLPT N3
1752,帰宅,returning home,きたく,JLPT N3
1753,貴重,"precious, valuable",きちょう,JLPT N3
1754,議長,chairman,ぎちょう,JLPT N3
1755,気付く,"to notice, to recognize, to become aware of",きづく,JLPT N3
1756,気に入る,"to like, to be please",きにいる,JLPT N3
1757,記入,"entry, filling in of forms",きにゅう,JLPT N3
1758,記念,"commemoration, memory",きねん,JLPT N3
1759,機能,"function, faculty",きのう,JLPT N3
1760,気の毒,"pitiful, a pity",きのどく,JLPT N3
1761,寄付,"contribution, donation",きふ,JLPT N3
1762,希望,"hope, wish, aspiration",きぼう,JLPT N3
1763,基本,"basic, basis",きほん,JLPT N3
1764,決まり,"settlement, conclusion, rule",きまり,JLPT N3
1765,気味,"-like, -looking, -looked",きみ,JLPT N3
1766,奇妙,"strange, queer, curious",きみょう,JLPT N3
1767,義務,"duty, obligation, responsibility",ぎむ,JLPT N3
1768,疑問,"question, problem, doubt",ぎもん,JLPT N3
1769,逆,"reverse, opposite",ぎゃく,JLPT N3
1770,旧,ex-,きゅう,JLPT N3
1771,級,"class, grade, rank",きゅう,JLPT N3
1772,球,"globe, sphere, ball",きゅう,JLPT N3
1773,休暇,"vacation, holiday, day off",きゅうか,JLPT N3
1774,休憩,"rest, break, intermission",きゅうけい,JLPT N3
1775,急激,"sudden, precipitous, radical",きゅうげき,JLPT N3
1776,吸収,"absorption, suction",きゅうしゅう,JLPT N3
1777,救助,"relief, aid, rescue",きゅうじょ,JLPT N3
1778,急速,"rapid (e.g., progress)",きゅうそく,JLPT N3
1779,休息,"rest, relief, relaxation",きゅうそく,JLPT N3
1780,急に,suddenly,きゅうに,JLPT N3
1781,給料,"salary, wages",きゅうりょう,JLPT N3
1782,器用,"skillful, handy",きよう,JLPT N3
1783,教科書,textbook,きょうかしょ,JLPT N3
1784,競技,"game, match, contest",きょうぎ,JLPT N3
1785,行儀,manners,ぎょうぎ,JLPT N3
1786,供給,"supply, provision",きょうきゅう,JLPT N3
1787,教授,"teaching, instruction; professor",きょうじゅ,JLPT N3
1788,強調,"emphasis, stress, stressed point",きょうちょう,JLPT N3
1789,共通,"commonness, mutual",きょうつう,JLPT N3
1790,共同,"cooperation, association, collaboration",きょうどう,JLPT N3
1791,恐怖,"fear, terror",きょうふ,JLPT N3
1792,協力,"cooperation, collaboration",きょうりょく,JLPT N3
1793,強力,"powerful, strong",きょうりょく,JLPT N3
1794,許可,"permission, approval",きょか,JLPT N3
1795,局,"office, bureau, station(TV, radio)",きょく,JLPT N3
1796,巨大,"huge, gigantic, enormous",きょだい,JLPT N3
1797,嫌う,"to hate, to dislike, to loathe",きらう,JLPT N3
1798,霧,"fog, mist",きり,JLPT N3
1799,切れ,"cloth, piece, cut",きれ,JLPT N3
1800,切れる,"to cut well, to be sharp; to break (off)",きれる,JLPT N3
1801,記録,"record, minutes, document",きろく,JLPT N3
1802,議論,"argument, discussion, dispute",ぎろん,JLPT N3
1803,金,"gold, metal; money",きん,JLPT N3
1804,銀,silver,ぎん,JLPT N3
1805,禁煙,No Smoking,きんえん,JLPT N3
1806,金額,amount of money,きんがく,JLPT N3
1807,金庫,"safe, vault",きんこ,JLPT N3
1808,禁止,"prohibition, ban",きんし,JLPT N3
1809,金銭,"money, cash",きんせん,JLPT N3
1810,金属,metal,きんぞく,JLPT N3
1811,近代,modern times,きんだい,JLPT N3
1812,緊張,"tension, mental strain, nervousness",きんちょう,JLPT N3
1813,筋肉,"muscle, sinews",きんにく,JLPT N3
1814,金融,"finance, money and banking",きんゆう,JLPT N3
1815,句,phrase,く,JLPT N3
1816,食う,(male) (vulg.) to eat,くう,JLPT N3
1817,偶然,"(by) chance, unexpectedly",ぐうぜん,JLPT N3
1818,臭い,"stinky, smelly, bad-smelling",くさい,JLPT N3
1819,鎖,chain,くさり,JLPT N3
1820,腐る,"to rot, to go bad",くさる,JLPT N3
1821,癖,"a habit (often a bad habit), peculiarity",くせ,JLPT N3
1822,管,"pipe, tube",くだ,JLPT N3
1823,具体,"concrete, tangible, material",ぐたい,JLPT N3
1824,下り,down-train (going away from Tokyo),くだり,JLPT N3
1825,下る,"to get down, to descend",くだる,JLPT N3
1826,苦痛,"pain, agony",くつう,JLPT N3
1827,区別,"distinction, differentiation, classification",くべつ,JLPT N3
1828,組,"class, team, set",くみ,JLPT N3
1829,組合,"association, union",くみあい,JLPT N3
1830,組む,to put together,くむ,JLPT N3
1831,汲む,"to draw, to scoop, to pump",くむ,JLPT N3
1832,酌む,to serve sake,くむ,JLPT N3
1833,悔しい,"regrettable, mortifying, vexing",くやしい,JLPT N3
1834,位,"grade, rank, about",くらい,JLPT N3
1835,暮らし,living; life style,くらし,JLPT N3
1836,暮らす,"to live, to get along",くらす,JLPT N3
1837,繰り返す,"to repeat, to do something over again",くりかえす,JLPT N3
1838,狂う,"to go mad, to get out of order",くるう,JLPT N3
1839,苦しい,tough; physically strenuous,くるしい,JLPT N3
1840,苦しむ,"to suffer, to groan, to be worried",くるしむ,JLPT N3
1841,暮れ,"year end,",くれ,JLPT N3
1842,苦労,hardship; suffering,くろう,JLPT N3
1843,加える,"to append, to sum up, to add (up)",くわえる,JLPT N3
1844,咥える,to hold something in the mouth,くわえる,JLPT N3
1845,詳しい,detailed; full; accurate,くわしい,JLPT N3
1846,加わる,"to join in, to accede to",くわわる,JLPT N3
1847,訓,native Japanese reading of a Chinese character,くん,JLPT N3
1848,軍,"army, force, troops",ぐん,JLPT N3
1849,郡,"country, district",ぐん,JLPT N3
1850,軍隊,"army, troops",ぐんたい,JLPT N3
1851,訓練,"practice, training",くんれん,JLPT N3
1852,下,"under, below, beneath",げ,JLPT N3
1853,計,"plan; sum, total",けい,JLPT N3
1854,敬意,"respect, honor",けいい,JLPT N3
1855,経営,"management, administration",けいえい,JLPT N3
1856,景気,"condition, state, business (condition)",けいき,JLPT N3
1857,傾向,"tendency, trend, inclination",けいこう,JLPT N3
1858,警告,warning,けいこく,JLPT N3
1859,計算,"calculation, reckoning",けいさん,JLPT N3
1860,掲示,"notice, bulletin",けいじ,JLPT N3
1861,刑事,"criminal case, (police) detective",けいじ,JLPT N3
1862,芸術,"(fine) art, the arts",げいじゅつ,JLPT N3
1863,契約,"contract, compact, agreement",けいやく,JLPT N3
1864,経由,"go by the way, via",けいゆ,JLPT N3
1865,劇,"drama, play",げき,JLPT N3
1866,劇場,"theater, playhouse",げきじょう,JLPT N3
1867,化粧,make-up (cosmetic),けしょう,JLPT N3
1868,血液,blood,けつえき,JLPT N3
1869,結果,"result, consequence",けっか,JLPT N3
1870,欠陥,"defect, fault, deficiency",けっかん,JLPT N3
1871,結局,"after all, eventually",けっきょく,JLPT N3
1872,決心,"determination, resolution",けっしん,JLPT N3
1873,欠席,"absence, non-attendance",けっせき,JLPT N3
1874,決定,"decision, determination",けってい,JLPT N3
1875,欠点,"faults, defect, weakness",けってん,JLPT N3
1876,結論,conclusion,けつろん,JLPT N3
1877,煙,"smoke, fumes",けむり,JLPT N3
1878,蹴る,to kick,ける,JLPT N3
1879,券,"ticket, certificate",けん,JLPT N3
1880,県,prefecture,けん,JLPT N3
1881,見解,"opinion, point of view",けんかい,JLPT N3
1882,限界,"limit, bound",げんかい,JLPT N3
1883,現金,cash,げんきん,JLPT N3
1884,言語,language,げんご,JLPT N3
1885,健康,health(y),けんこう,JLPT N3
1886,検査,"inspection, examination",けんさ,JLPT N3
1887,現在,"now (same as 今 (いま)), present, current",げんざい,JLPT N3
1888,現実,reality,げんじつ,JLPT N3
1889,現象,phenomenon,げんしょう,JLPT N3
1890,現状,"present condition, status quo",げんじょう,JLPT N3
1891,建設,"construction, foundation",けんせつ,JLPT N3
1892,現代,"today, present-day",げんだい,JLPT N3
1893,建築,"construction, architecture",けんちく,JLPT N3
1894,見当,"estimate, guess",けんとう,JLPT N3
1895,検討,"consideration, examination, investigation",けんとう,JLPT N3
1896,現場,"actual spot, scene, field",げんば,JLPT N3
1897,憲法,constitution,けんぽう,JLPT N3
1898,権利,"right, privilege",けんり,JLPT N3
1899,後,"afterwards, since then",ご,JLPT N3
1900,碁,Go (board game of capturing territory),ご,JLPT N3
1901,恋,"love, tender passion",こい,JLPT N3
1902,濃い,"thick (as of color, liquid), dense, strong",こい,JLPT N3
1903,恋人,lover; sweetheart; girlfriend,こいびと,JLPT N3
1904,幸運,"good luck, fortune",こううん,JLPT N3
1905,講演,"lecture, talk",こうえん,JLPT N3
1906,効果,"effect, result",こうか,JLPT N3
1907,硬貨,coin,こうか,JLPT N3
1908,高価,high price,こうか,JLPT N3
1909,豪華,"luxurious, gorgeous, extravagance",ごうか,JLPT N3
1910,合格,"success, passing (e.g., exam)",ごうかく,JLPT N3
1911,交換,"exchange, swap",こうかん,JLPT N3
1912,航空,"aviation, flying",こうくう,JLPT N3
1913,光景,"scene, spectacle",こうけい,JLPT N3
1914,合計,"sum total, total amount",ごうけい,JLPT N3
1915,攻撃,"attack, strike, offensive",こうげき,JLPT N3
1916,貢献,"contribution, services",こうけん,JLPT N3
1917,広告,advertisement,こうこく,JLPT N3
1918,交際,"friendship, association, acquaintance",こうさい,JLPT N3
1919,校舎,school building,こうしゃ,JLPT N3
1920,後者,the latter,こうしゃ,JLPT N3
1921,工場,"factory, plant",こうば,JLPT N3
1922,公正,"justice, fairness, impartiality",こうせい,JLPT N3
1923,構成,"organization, composition",こうせい,JLPT N3
1924,高速,"high speed, high gear",こうそく,JLPT N3
1925,行動,"action, conduct, behavior",こうどう,JLPT N3
1926,強盗,"robbery, burglary",ごうとう,JLPT N3
1927,後輩,junior members of a group,こうはい,JLPT N3
